Sex,Age,Year,Month,Day,Street Number,Birthday,Name,Surname,City,Street,State,State Voted
Female,74,1946,10,2,4,1946-10-2,Elizabeth,Marsh,Hialeah,Fifth,Florida,Florida
Female,83,1937,7,16,35,1937-7-16,Brittany,Martinez,Durham,Park,North Carolina,North Carolina
Female,41,1979,1,12,76,1979-1-12,Ashley,Pearson,Cleveland,Sixth,Ohio,Ohio
Female,28,1992,11,4,30,1992-11-4,Linda,Buck,Grand Prairie,View,Texas,Texas
Male,70,1950,12,27,92,1950-12-27,Randy,Pace,Clarksville,Second,Tennessee,Tennessee
Male,38,1982,9,25,23,1982-9-25,Sean,Sharp,Brownsville,First,Texas,Texas
Male,68,1952,5,15,55,1952-5-15,Walter,Deleon,Tampa,Park,Florida,Florida
Female,28,1992,6,3,89,1992-6-3,Jacqueline,Robles,Kansas City,Second,Missouri,Missouri
Female,89,1931,6,9,6,1931-6-9,Sarah,Ayala,Colorado Springs,Third,Colorado,Colorado
Male,75,1945,1,13,95,1945-1-13,William,Burks,Enterprise,Ninth,Nevada,Nevada
Male,78,1942,7,22,48,1942-7-22,Aaron,Lynn,Oceanside,Fifth,California,California
Female,31,1989,2,7,21,1989-2-7,Debra,Cain,Tacoma,Ninth,Washington,Washington
Male,83,1937,9,9,98,1937-9-9,Carl,Blackwell,Oakland,Third,California,California
Female,40,1980,9,21,42,1980-9-21,Melissa,Wiggins,Little Rock,Oak,Arkansas,Arkansas
Male,68,1952,10,20,38,1952-10-20,Noah,Juarez,Fresno,Pine,California,California
Male,46,1974,7,8,74,1974-7-8,Logan,English,Santa Clarita,First,California,California
Male,56,1964,3,31,1,1964-3-31,Joshua,Franco,Honolulu,Maple,Hawaii,Hawaii
Female,48,1972,5,16,83,1972-5-16,Joyce,Klein,Grand Rapids,Fourth,Michigan,Michigan
Female,45,1975,1,24,69,1975-1-24,Patricia,Carroll,Des Moines,Park,Iowa,Iowa
Female,82,1938,7,25,84,1938-7-25,Beverly,Thornton,Garden Grove,Lake,California,California
Male,25,1995,8,3,74,1995-8-3,Samuel,Richmond,Columbus,Hill,Ohio,Ohio
Male,22,1998,3,11,97,1998-3-11,Jeffrey,Klein,Honolulu,Eighth,Hawaii,Montana
Female,59,1961,11,10,99,1961-11-10,Rebecca,Melendez,Aurora,Maple,Colorado,Colorado
Female,52,1968,10,9,26,1968-10-9,Kathleen,Frye,Corona,Washington,California,California
Male,47,1973,8,9,12,1973-8-9,Gabriel,Beach,Milwaukee,Lake,Wisconsin,Wisconsin
Male,41,1979,4,15,49,1979-4-15,Joe,Dean,Detroit,Washington,Michigan,Michigan
Male,79,1941,7,24,71,1941-7-24,Bryan,Herman,Huntsville,Hill,Alabama,Alabama
Male,27,1993,5,18,28,1993-5-18,Peter,Foster,Nashville,First,Tennessee,Tennessee
Female,74,1946,7,16,48,1946-7-16,Judith,Mercado,Fort Worth,Pine,Texas,Texas
Female,39,1981,8,27,83,1981-8-27,Christina,Ford,Tucson,Main,Arizona,Arizona
Female,25,1995,9,30,11,1995-9-30,Dorothy,Whitaker,Fort Lauderdale,Hill,Florida,Florida
Male,68,1952,8,24,68,1952-8-24,William,Dalton,Long Beach,Park,California,California
Male,23,1997,6,16,98,1997-6-16,Gerald,Leonard,Philadelphia,Oak,Pennsylvania,Pennsylvania
Female,24,1996,3,6,56,1996-3-6,Donna,Mayer,Reno,Main,Nevada,Louisiana
Male,18,2002,5,19,34,2002-5-19,Logan,Farrell,Midland,Second,Texas,Texas
Male,74,1946,2,23,34,1946-2-23,William,Newman,Fort Wayne,Fifth,Indiana,Indiana
Female,74,1946,8,2,84,1946-8-2,Linda,Lambert,Macon County,Maple,Georgia,Georgia
Male,86,1934,12,16,66,1934-12-16,Bradley,Landry,Irving,Park,Texas,Texas
Female,75,1945,9,22,92,1945-9-22,Virginia,Carpenter,Bridgeport,Sixth,Connecticut,Connecticut
Female,36,1984,12,26,59,1984-12-26,Emma,Berry,Oxnard,Washington,California,California
Female,33,1987,2,5,43,1987-2-5,Victoria,Humphrey,Bakersfield,Lake,California,California
Female,53,1967,7,14,86,1967-7-14,Angela,Ruiz,Denton,Ninth,Texas,Texas
Female,48,1972,7,21,8,1972-7-21,Jean,Russo,Orlando,Main,Florida,Florida
Male,82,1938,7,6,18,1938-7-6,Juan,Carey,Omaha,Pine,Nebraska,Nebraska
Female,87,1933,5,13,34,1933-5-13,Amanda,Gentry,Rochester,Main,New York,New York
Male,48,1972,7,12,29,1972-7-12,Wayne,Mcleod,Cary,Main,North Carolina,North Carolina
Male,38,1982,3,21,6,1982-3-21,Joseph,Stone,Tampa,Eighth,Florida,Florida
Male,73,1947,2,22,28,1947-2-22,David,Bridges,Boise,Second,Idaho,Idaho
Male,80,1940,6,20,5,1940-6-20,Paul,Mercer,Chandler,Fifth,Arizona,Arizona
Female,38,1982,10,22,86,1982-10-22,Rachel,Tran,Memphis,Main,Tennessee,Tennessee
Female,22,1998,11,17,20,1998-11-17,Kayla,Orr,San Francisco,Seventh,California,California
Male,18,2002,11,18,39,2002-11-18,Jerry,Fox,Tucson,Washington,Arizona,Arizona
Male,90,1930,2,23,76,1930-2-23,Eugene,Hanson,Glendale,Main,Arizona,Arizona
Male,46,1974,12,31,46,1974-12-31,Joshua,Mcgee,Corona,Fourth,California,California
Male,85,1935,11,27,52,1935-11-27,Jordan,Young,Chesapeake,Second,Virginia,Virginia
Male,63,1957,10,8,29,1957-10-8,Jack,Dawson,Long Beach,Park,California,California
Female,69,1951,10,16,5,1951-10-16,Melissa,Combs,Toledo,Washington,Ohio,Ohio
Male,83,1937,10,19,44,1937-10-19,Terry,Vincent,San Juan,Eighth,Puerto Rico,Puerto Rico
Female,33,1987,11,26,2,1987-11-26,Teresa,Bean,Chesapeake,View,Virginia,Virginia
Female,49,1971,8,24,83,1971-8-24,Deborah,Rush,Pembroke Pines,Fourth,Florida,Florida
Male,32,1988,7,30,67,1988-7-30,Scott,Cortez,Santa Rosa,Seventh,California,California
Male,72,1948,4,9,37,1948-4-9,Bruce,Guerra,Grand Rapids,Cedar,Michigan,Michigan
Female,57,1963,4,2,80,1963-4-2,Olivia,Rivers,Bayamon,Park,Puerto Rico,Puerto Rico
Male,43,1977,10,5,51,1977-10-5,Peter,Rich,Bakersfield,Oak,California,California
Female,41,1979,7,5,89,1979-7-5,Heather,Buchanan,Winston-Salem,Fifth,North Carolina,North Carolina
Male,19,2001,11,15,43,2001-11-15,Jack,Houston,Long Beach,First,California,California
Male,84,1936,12,16,96,1936-12-16,Robert,Perry,Springfield,First,Missouri,Missouri
Male,26,1994,3,3,54,1994-3-3,Jose,Solomon,Las Vegas,Park,Nevada,Nevada
Female,30,1990,7,7,36,1990-7-7,Ruth,Sexton,Lubbock,Fourth,Texas,Texas
Male,62,1958,12,29,79,1958-12-29,Frank,Mcpherson,Newport News,Cedar,Virginia,Virginia
Male,28,1992,2,2,81,1992-2-2,Willie,Steele,Paradise,Main,Nevada,Nevada
Female,88,1932,9,9,7,1932-9-9,Danielle,Gross,Jacksonville,Pine,Florida,Florida
Male,58,1962,6,6,26,1962-6-6,Raymond,Mercado,Denton,Hill,Texas,Texas
Male,23,1997,12,19,69,1997-12-19,Nathan,Rivera,Port St. Lucie,Pine,Florida,Florida
Female,30,1990,1,2,74,1990-1-2,Sara,Le,Killeen,Hill,Texas,Texas
Female,85,1935,2,16,77,1935-2-16,Sara,James,Mesa,Fourth,Arizona,Arizona
Male,55,1965,10,30,22,1965-10-30,Richard,Hewitt,Alexandria,Park,Virginia,Virginia
Male,82,1938,7,8,15,1938-7-8,Dylan,Parrish,Bridgeport,Hill,Connecticut,Connecticut
Female,57,1963,10,24,16,1963-10-24,Madison,Rodgers,St. Louis,Sixth,Missouri,Missouri
Male,35,1985,9,29,47,1985-9-29,Harold,Herrera,Garland,Washington,Texas,Texas
Male,90,1930,8,12,40,1930-8-12,Eugene,Dominguez,Chandler,Oak,Arizona,Arizona
Male,72,1948,1,18,37,1948-1-18,Albert,Haynes,Sunnyvale,Oak,California,California
Male,54,1966,3,9,10,1966-3-9,Nathan,Romero,Jacksonville,Fourth,Florida,Florida
Female,19,2001,4,14,65,2001-4-14,Rebecca,Hopkins,Philadelphia,Main,Pennsylvania,Pennsylvania
Female,66,1954,7,27,1,1954-7-27,Alice,Guerrero,Springfield,First,Missouri,Missouri
Female,25,1995,5,22,93,1995-5-22,Kayla,Sykes,Port St. Lucie,Hill,Florida,Florida
Male,36,1984,10,19,41,1984-10-19,Nathan,Gentry,Enterprise,Elm,Nevada,Nevada
Female,81,1939,11,9,63,1939-11-9,Alice,Logan,Overland Park,Pine,Kansas,Kansas
Female,77,1943,2,8,37,1943-2-8,Ashley,Chan,Cleveland,Hill,Ohio,Ohio
Female,30,1990,1,22,70,1990-1-22,Madison,Levy,Aurora,Oak,Colorado,Colorado
Female,37,1983,7,15,42,1983-7-15,Patricia,Barnett,Port St. Lucie,Seventh,Florida,Florida
Male,20,2000,8,12,85,2000-8-12,Edward,Blackburn,Baton Rouge,Sixth,Louisiana,Louisiana
Male,22,1998,11,22,14,1998-11-22,Austin,Lawson,Chattanooga,Fourth,Tennessee,Tennessee
Female,33,1987,1,16,72,1987-1-16,Emily,Obrien,Norfolk,Fifth,Virginia,Virginia
Female,59,1961,2,11,10,1961-2-11,Emily,Kane,Brownsville,Elm,Texas,Texas
Male,45,1975,10,10,77,1975-10-10,Noah,Mays,North Las Vegas,Eighth,Nevada,Nevada
Female,62,1958,6,22,65,1958-6-22,Natalie,Curry,Roseville,Fourth,California,California
Male,30,1990,1,13,22,1990-1-13,Roy,Harris,Jersey City,Elm,New Jersey,New Jersey
Female,39,1981,7,1,28,1981-7-1,Anna,Mcpherson,Peoria,Lake,Arizona,Arizona
Male,32,1988,8,1,40,1988-8-1,Juan,Griffin,Oklahoma City,Lake,Oklahoma,Oklahoma
Female,65,1955,6,1,81,1955-6-1,Gloria,Lindsey,Clarksville,View,Tennessee,Tennessee
Male,63,1957,5,14,75,1957-5-14,Christopher,Howell,Portland,Ninth,Oregon,Oregon
Male,48,1972,11,4,48,1972-11-4,Mark,Bradford,Providence,Elm,Rhode Island,Rhode Island
Female,76,1944,11,5,71,1944-11-5,Megan,Drake,Knoxville,Sixth,Tennessee,Tennessee
Male,41,1979,7,11,77,1979-7-11,Paul,Velez,Pasadena,Washington,Texas,Texas
Male,45,1975,7,7,3,1975-7-7,Patrick,Kramer,Garland,Third,Texas,Texas
Female,38,1982,5,9,83,1982-5-9,Victoria,Thomas,Fort Worth,Fifth,Texas,Texas
Male,78,1942,11,28,64,1942-11-28,Keith,Hudson,Miami,Third,Florida,Florida
Female,80,1940,3,7,66,1940-3-7,Patricia,Gates,Corona,Washington,California,California
Female,19,2001,3,26,14,2001-3-26,Victoria,Wynn,Santa Rosa,Fourth,California,California
Male,77,1943,11,15,30,1943-11-15,Sean,Cooley,Oakland,Lake,California,California
Male,63,1957,8,26,26,1957-8-26,Nicholas,Cooke,Scottsdale,Fifth,Arizona,Arizona
Female,74,1946,11,6,16,1946-11-6,Isabella,Robinson,Tampa,Eighth,Florida,Florida
Male,61,1959,11,3,82,1959-11-3,Harold,Gross,Jersey City,Elm,New Jersey,New Jersey
Female,47,1973,2,7,12,1973-2-7,Linda,Howard,Rancho Cucamonga,Pine,California,California
Male,57,1963,12,18,4,1963-12-18,Patrick,Neal,Hialeah,Hill,Florida,Florida
Female,54,1966,2,28,59,1966-2-28,Betty,Colon,Sioux Falls,Washington,South Dakota,South Dakota
Female,48,1972,2,15,87,1972-2-15,Sophia,Mueller,Salinas,View,California,California
Female,87,1933,6,10,81,1933-6-10,Jacqueline,Wiley,St. Louis,Cedar,Missouri,Missouri
Female,32,1988,4,23,24,1988-4-23,Sharon,Pratt,Arlington,Oak,Texas,Texas
Female,89,1931,2,4,100,1931-2-4,Kimberly,Kane,Rochester,Elm,New York,New York
Female,49,1971,6,25,8,1971-6-25,Kathleen,Franklin,Fremont,Main,California,Missouri
Female,54,1966,1,29,40,1966-1-29,Brenda,Alvarado,Overland Park,Elm,Kansas,Kansas
Male,51,1969,7,6,2,1969-7-6,Christopher,Parrish,Tucson,Ninth,Arizona,Arizona
Male,67,1953,8,28,72,1953-8-28,Jacob,Hahn,Durham,Fifth,North Carolina,North Carolina
Male,38,1982,4,21,94,1982-4-21,Kyle,Ellis,Santa Ana,Sixth,California,California
Male,79,1941,5,5,61,1941-5-5,Jeffrey,Norris,Oakland,First,California,California
Male,64,1956,12,15,31,1956-12-15,Jerry,Hahn,Nashville,Second,Tennessee,Tennessee
Male,48,1972,6,21,83,1972-6-21,Edward,Mullen,Chattanooga,Lake,Tennessee,Tennessee
Female,28,1992,6,22,73,1992-6-22,Rachel,Mcgowan,Rochester,Park,New York,Kansas
Male,28,1992,2,1,3,1992-2-1,Dennis,Powers,Laredo,Hill,Texas,Texas
Male,51,1969,12,9,22,1969-12-9,Keith,Bender,Colorado Springs,Oak,Colorado,Colorado
Male,24,1996,5,18,46,1996-5-18,Terry,Sandoval,Sacramento,Eighth,California,California
Male,21,1999,5,9,96,1999-5-9,Andrew,Bullock,Dallas,Sixth,Texas,Texas
Female,63,1957,10,29,83,1957-10-29,Cynthia,Odom,St. Petersburg,Fifth,Florida,Florida
Male,68,1952,7,29,21,1952-7-29,Peter,Bates,Hialeah,Sixth,Florida,Florida
Female,62,1958,7,24,91,1958-7-24,Jessica,Middleton,Eugene,Washington,Oregon,Oregon
Female,60,1960,7,12,84,1960-7-12,Jennifer,Cross,Orlando,View,Florida,Florida
Female,84,1936,5,6,37,1936-5-6,Jacqueline,Hogan,Corpus Christi,Hill,Texas,Texas
Male,75,1945,2,28,63,1945-2-28,Edward,Long,Houston,Second,Texas,Texas
Male,79,1941,3,13,87,1941-3-13,Joe,Cash,Raleigh,Park,North Carolina,North Carolina
Female,84,1936,12,20,62,1936-12-20,Cheryl,Schwartz,Springfield,Lake,Missouri,Missouri
Female,28,1992,4,16,43,1992-4-16,Teresa,Peterson,Greensboro,Lake,North Carolina,North Carolina
Male,27,1993,4,26,28,1993-4-26,Kevin,Velez,Worcester,Hill,Massachusetts,Massachusetts
Female,21,1999,7,5,63,1999-7-5,Teresa,Walton,Bakersfield,Washington,California,California
Female,88,1932,6,28,81,1932-6-28,Samantha,Alexander,Chula Vista,Pine,California,California
Male,25,1995,4,4,46,1995-4-4,Ronald,Nielsen,Baton Rouge,Elm,Louisiana,Louisiana
Female,43,1977,12,31,58,1977-12-31,Carol,Small,Huntsville,Fourth,Alabama,Alabama
Male,81,1939,3,20,35,1939-3-20,Vincent,Macias,Wichita,Second,Kansas,Kansas
Female,47,1973,5,19,43,1973-5-19,Megan,Madden,San Antonio,Pine,Texas,Texas
Female,86,1934,6,2,19,1934-6-2,Julie,Aguirre,Nashville,Washington,Tennessee,Tennessee
Male,58,1962,2,20,91,1962-2-20,Austin,Williamson,Tulsa,First,Oklahoma,Arizona
Female,82,1938,12,5,45,1938-12-5,Ann,Arnold,Philadelphia,Seventh,Pennsylvania,Pennsylvania
Male,69,1951,7,18,68,1951-7-18,Stephen,Henry,Denton,Fourth,Texas,Texas
Female,49,1971,11,8,3,1971-11-8,Diana,Bentley,Colorado Springs,Seventh,Colorado,Colorado
Female,39,1981,3,19,100,1981-3-19,Samantha,Charles,Jackson,Seventh,Mississippi,Mississippi
Male,63,1957,1,13,57,1957-1-13,Joshua,Kim,Shreveport,Elm,Louisiana,Louisiana
Female,62,1958,12,2,78,1958-12-2,Theresa,Sharpe,Reno,First,Nevada,Nevada
Female,61,1959,10,29,11,1959-10-29,Melissa,Decker,Irving,Hill,Texas,Texas
Female,74,1946,5,25,1,1946-5-25,Emily,Day,Glendale,Third,Arizona,Arizona
Female,77,1943,4,22,32,1943-4-22,Judith,Key,Indianapolis,Elm,Indiana,Indiana
Male,34,1986,5,22,79,1986-5-22,Johnny,Porter,Tacoma,Oak,Washington,Washington
Female,87,1933,6,24,84,1933-6-24,Sophia,Yang,Winston-Salem,View,North Carolina,North Carolina
Female,84,1936,12,16,87,1936-12-16,Danielle,Koch,Orlando,Washington,Florida,Florida
Male,66,1954,7,30,72,1954-7-30,Joe,Dennis,Pittsburgh,Eighth,Pennsylvania,Pennsylvania
Male,21,1999,7,17,67,1999-7-17,Terry,Nolan,Oakland,Cedar,California,California
Male,48,1972,9,29,21,1972-9-29,Bobby,Alston,Naperville,Seventh,Illinois,Illinois
Female,55,1965,2,22,15,1965-2-22,Alice,Hurst,Providence,Cedar,Rhode Island,Rhode Island
Male,43,1977,10,20,15,1977-10-20,Jason,Trujillo,Detroit,Seventh,Michigan,Michigan
Female,77,1943,1,21,34,1943-1-21,Elizabeth,Schneider,Buffalo,Ninth,New York,New York
Male,48,1972,9,20,71,1972-9-20,Joe,Hensley,Fort Wayne,Elm,Indiana,Indiana
Male,73,1947,12,31,36,1947-12-31,Robert,Bates,Spring Valley,Cedar,Nevada,Nevada
Female,27,1993,12,12,23,1993-12-12,Carol,Snyder,Columbus,Fifth,Ohio,Ohio
Male,55,1965,3,26,55,1965-3-26,Samuel,Valencia,Los Angeles,Oak,California,California
Male,84,1936,5,26,98,1936-5-26,Daniel,Hogan,Chandler,Fourth,Arizona,Arizona
Male,26,1994,9,13,38,1994-9-13,Vincent,Padilla,Rochester,Ninth,New York,New York
Male,70,1950,11,13,100,1950-11-13,Gerald,Evans,Washington,Eighth,District of Columbia,District of Columbia
Female,65,1955,11,23,67,1955-11-23,Samantha,Roberts,St. Paul,Pine,Minnesota,Minnesota
Male,46,1974,10,25,92,1974-10-25,Jacob,Quinn,Seattle,Seventh,Washington,Washington
Female,54,1966,1,11,49,1966-1-11,Denise,Heath,Denton,Sixth,Texas,Texas
Female,31,1989,2,25,83,1989-2-25,Danielle,Ellis,Jackson,Ninth,Mississippi,Wyoming
Female,39,1981,2,8,11,1981-2-8,Sarah,Larsen,Miramar,Seventh,Florida,West Virginia
Female,37,1983,8,16,22,1983-8-16,Rachel,Dyer,Hayward,Ninth,California,California
Female,55,1965,4,26,59,1965-4-26,Ruth,Mccall,Hialeah,Fifth,Florida,Florida
Male,80,1940,5,29,40,1940-5-29,Keith,Ingram,Torrance,Main,California,California
Male,36,1984,12,12,21,1984-12-12,Dennis,Garrett,Miramar,Pine,Florida,Florida
Female,74,1946,8,31,56,1946-8-31,Kelly,Snow,Houston,Pine,Texas,Texas
Male,83,1937,4,12,28,1937-4-12,Johnny,Emerson,Colorado Springs,Cedar,Colorado,Colorado
Female,56,1964,8,30,68,1964-8-30,Julie,Miranda,Naperville,Cedar,Illinois,Illinois
Male,22,1998,4,8,55,1998-4-8,Louis,Doyle,Spokane,Sixth,Washington,Washington
Female,84,1936,4,17,3,1936-4-17,Teresa,Singleton,Pasadena,Ninth,Texas,Texas
Male,32,1988,3,29,93,1988-3-29,Randy,Pope,Clarksville,Sixth,Tennessee,Tennessee
Female,86,1934,8,24,18,1934-8-24,Marilyn,Hebert,Jackson,Elm,Mississippi,Mississippi
Male,41,1979,6,24,83,1979-6-24,Johnny,Cardenas,Paterson,Cedar,New Jersey,New Jersey
Female,72,1948,6,21,95,1948-6-21,Janet,Wong,Chesapeake,Pine,Virginia,Virginia
Female,21,1999,11,20,50,1999-11-20,Nancy,Marks,Arlington,Lake,Texas,Texas
Female,71,1949,2,18,85,1949-2-18,Patricia,Dalton,McAllen,Sixth,Texas,Texas
Male,74,1946,10,18,98,1946-10-18,Jason,Mcpherson,Tucson,Hill,Arizona,Arizona
Female,37,1983,9,17,89,1983-9-17,Kayla,Case,Durham,Cedar,North Carolina,North Carolina
Male,74,1946,11,9,26,1946-11-9,Dylan,Griffith,Anaheim,View,California,California
Male,52,1968,6,1,79,1968-6-1,Samuel,Barker,Denton,Eighth,Texas,Texas
Female,25,1995,10,30,74,1995-10-30,Charlotte,Waller,Winston-Salem,Sixth,North Carolina,Texas
Male,68,1952,10,23,69,1952-10-23,Kevin,Stevens,Killeen,Sixth,Texas,Texas
Male,59,1961,4,15,46,1961-4-15,Thomas,Holt,Glendale,Main,Arizona,Arizona
Male,86,1934,8,29,89,1934-8-29,Tyler,Park,Irvine,Lake,California,California
Male,70,1950,3,5,47,1950-3-5,Richard,Medina,Paterson,Fifth,New Jersey,California
Female,79,1941,5,22,83,1941-5-22,Cheryl,Lane,Henderson,Hill,Nevada,Nevada
Female,87,1933,9,24,41,1933-9-24,Stephanie,Hickman,Garland,Park,Texas,Texas
Female,36,1984,6,22,30,1984-6-22,Jean,Leon,Shreveport,Lake,Louisiana,Louisiana
Female,81,1939,6,18,14,1939-6-18,Jacqueline,Sawyer,Garland,Ninth,Texas,Texas
Female,26,1994,10,15,14,1994-10-15,Judy,Madden,Cincinnati,Fifth,Ohio,New Jersey
Male,32,1988,7,11,82,1988-7-11,Donald,Matthews,Sunrise Manor,Seventh,Nevada,Nevada
Female,69,1951,2,17,86,1951-2-17,Amber,Mckee,Denton,Lake,Texas,Texas
Female,46,1974,4,25,97,1974-4-25,Teresa,Lindsey,Paterson,Sixth,New Jersey,New Jersey
Male,26,1994,1,6,14,1994-1-6,Kevin,Heath,Virginia Beach,Fifth,Virginia,Virginia
Male,62,1958,11,13,24,1958-11-13,Zachary,Wilcox,Springfield,Hill,Missouri,Missouri
Male,67,1953,8,21,23,1953-8-21,Mark,Quinn,Long Beach,First,California,California
Female,31,1989,3,2,90,1989-3-2,Brenda,Wood,Anaheim,First,California,California
Female,19,2001,1,23,8,2001-1-23,Kayla,Kirkland,Mesa,Elm,Arizona,Arizona
Male,53,1967,1,20,7,1967-1-20,Joshua,Jenkins,Torrance,Second,California,California
Male,43,1977,10,21,50,1977-10-21,Michael,Gentry,Springfield,Fifth,Missouri,Missouri
Male,64,1956,3,8,84,1956-3-8,Ronald,Compton,Lakewood,Ninth,Colorado,Colorado
Male,37,1983,10,10,31,1983-10-10,Benjamin,Pruitt,Garden Grove,Second,California,Indiana
Male,64,1956,2,10,62,1956-2-10,Jonathan,Henson,Sacramento,Pine,California,Arkansas
Male,48,1972,10,13,44,1972-10-13,Ryan,Patterson,Roseville,Sixth,California,California
Male,67,1953,10,5,41,1953-10-5,Donald,Acosta,Torrance,Hill,California,California
Female,32,1988,11,12,13,1988-11-12,Margaret,West,Fort Worth,Seventh,Texas,Texas
Male,74,1946,4,4,17,1946-4-4,Richard,Wilkerson,Overland Park,Cedar,Kansas,Kansas
Female,54,1966,1,13,76,1966-1-13,Susan,Lyons,Clarksville,Third,Tennessee,Tennessee
Male,33,1987,12,19,40,1987-12-19,Benjamin,Delacruz,Columbus,Lake,Ohio,Ohio
Male,56,1964,5,26,84,1964-5-26,Joshua,Berry,Macon County,Oak,Georgia,Georgia
Male,51,1969,10,15,13,1969-10-15,Andrew,Mcneil,Modesto,View,California,California
Female,66,1954,7,8,71,1954-7-8,Melissa,Boyer,Rochester,Sixth,New York,New York
Female,25,1995,5,11,41,1995-5-11,Beverly,Hooper,St. Paul,Park,Minnesota,Minnesota
Male,23,1997,12,26,33,1997-12-26,Anthony,Mcdaniel,Surprise,Seventh,Arizona,Arizona
Female,74,1946,5,6,69,1946-5-6,Kathryn,House,Knoxville,Seventh,Tennessee,Tennessee
Female,83,1937,7,11,65,1937-7-11,Debra,Reese,Fort Collins,Oak,Colorado,Colorado
Female,89,1931,8,11,50,1931-8-11,Carol,Valdez,Montgomery,Oak,Alabama,Alabama
Female,42,1978,2,24,54,1978-2-24,Jennifer,Odom,Fort Collins,Seventh,Colorado,Colorado
Male,40,1980,11,15,10,1980-11-15,Jeremy,Key,Spokane,Seventh,Washington,Washington
Female,39,1981,10,23,51,1981-10-23,Deborah,Daniels,Tacoma,Third,Washington,Washington
Female,65,1955,12,18,69,1955-12-18,Lauren,Mathews,Eugene,Main,Oregon,Delaware
Female,66,1954,1,18,57,1954-1-18,Frances,Greer,Savannah,Third,Georgia,Georgia
Male,55,1965,7,13,61,1965-7-13,Matthew,Nicholson,Los Angeles,Third,California,California
Female,37,1983,5,24,84,1983-5-24,Linda,Rivas,San Jose,Maple,California,Nevada
Male,88,1932,8,8,96,1932-8-8,Carl,Davidson,Augusta,Oak,Georgia,Georgia
Male,90,1930,4,1,18,1930-4-1,Philip,Barron,Naperville,Oak,Illinois,Illinois
Female,26,1994,4,7,36,1994-4-7,Sandra,Glass,Rockford,Fourth,Illinois,Illinois
Female,61,1959,9,21,1,1959-9-21,Anna,Woodward,Rochester,Maple,New York,New York
Female,65,1955,7,22,35,1955-7-22,Julia,Mcmahon,Richmond,View,Virginia,Virginia
Female,69,1951,1,8,80,1951-1-8,Victoria,Perez,Murfreesboro,Lake,Tennessee,Tennessee
Female,67,1953,9,8,33,1953-9-8,Rebecca,Ward,Wichita,Maple,Kansas,Kansas
Male,18,2002,10,15,4,2002-10-15,Tyler,Tucker,Tacoma,Ninth,Washington,Washington
Male,18,2002,4,10,38,2002-4-10,Ryan,Bryan,Oklahoma City,Eighth,Oklahoma,Oklahoma
Male,86,1934,6,1,78,1934-6-1,Jordan,Vargas,Bridgeport,View,Connecticut,Connecticut
Female,27,1993,1,17,23,1993-1-17,Jacqueline,Moran,Moreno Valley,Pine,California,California
Male,25,1995,8,24,46,1995-8-24,Aaron,Bell,Fresno,View,California,California
Male,73,1947,7,14,39,1947-7-14,Gary,Rivera,Rockford,Lake,Illinois,New Hampshire
Female,87,1933,8,9,25,1933-8-9,Catherine,Montoya,Milwaukee,Fifth,Wisconsin,Wisconsin
Female,18,2002,10,27,7,2002-10-27,Christina,Mccormick,Los Angeles,Ninth,California,California
Male,71,1949,11,25,53,1949-11-25,Nicholas,Sharp,Sunnyvale,Maple,California,California
Female,36,1984,12,12,43,1984-12-12,Janice,Lyons,Baltimore,Main,Maryland,Maryland
Male,51,1969,10,21,8,1969-10-21,Carl,Sargent,Santa Clarita,Eighth,California,California
Female,63,1957,8,30,31,1957-8-30,Elizabeth,Buckner,Pembroke Pines,First,Florida,Florida
Male,20,2000,10,5,74,2000-10-5,Daniel,Estes,McKinney,Park,Texas,Texas
Male,88,1932,4,14,54,1932-4-14,Donald,Wagner,Milwaukee,View,Wisconsin,Wisconsin
Female,35,1985,2,27,95,1985-2-27,Anna,Barry,Providence,Maple,Rhode Island,Rhode Island
Female,90,1930,3,13,57,1930-3-13,Jessica,Caldwell,New York City,Main,New York,Wyoming
Female,32,1988,11,4,69,1988-11-4,Sophia,Davis,Tallahassee,Maple,Florida,Florida
Male,47,1973,5,22,75,1973-5-22,Bobby,Acosta,Modesto,Elm,California,California
Male,32,1988,1,19,38,1988-1-19,Jerry,Mayer,Hollywood,Fourth,Florida,Florida
Female,40,1980,6,17,85,1980-6-17,Janet,Blackburn,Kansas City,Hill,Missouri,Missouri
Male,64,1956,10,17,11,1956-10-17,Lawrence,Suarez,Glendale,Seventh,Arizona,Arizona
Male,37,1983,10,25,40,1983-10-25,Kevin,Vazquez,Garland,Third,Texas,Texas
Male,34,1986,1,11,89,1986-1-11,Jordan,Henderson,San Bernardino,Washington,California,California
Female,18,2002,4,8,34,2002-4-8,Judy,Holloway,Tulsa,Fifth,Oklahoma,Oklahoma
Female,63,1957,2,3,50,1957-2-3,Evelyn,Robinson,Oceanside,Hill,California,California
Female,53,1967,2,7,81,1967-2-7,Sharon,Ortega,Anaheim,First,California,California
Female,38,1982,7,4,59,1982-7-4,Julia,Bentley,Scottsdale,Main,Arizona,Arizona
Female,63,1957,3,24,32,1957-3-24,Abigail,Wiley,Killeen,First,Texas,Texas
Female,38,1982,10,22,19,1982-10-22,Christina,Willis,Palmdale,View,California,California
Male,84,1936,11,8,48,1936-11-8,Donald,Pruitt,San Antonio,Seventh,Texas,Texas
Male,56,1964,9,17,80,1964-9-17,Daniel,Schneider,Houston,Park,Texas,Texas
